uni_id,uni,scholarship,paidfee,totalfee,total_students,int_students,perc_intern,relative_scholarship
5816,Roma San Raffaele - telematica,3858,2144.99,2084.95,3054,44,1.4407334643091028,1.2632612966601178
6001,Cassino,4990447,902.17,740.67,7599,275,3.6188972233188577,656.7241742334518
6201,Sannio,1115741,1073.83,981.29,5167,25,0.48383975227404685,215.93593961679892
6301,Napoli Federico II,14026780,945.63,880.66,76810,450,0.5858612159875016,182.6165863819815
6302,Napoli Parthenope,2071873,921.88,857.74,12993,77,0.59262679904564,159.46070961286847
6303,Napoli L'Orientale,1431487,937.8,814.99,10952,372,3.3966398831263698,130.70553323593865
6304,Napoli Benincasa,1349473,2526.14,2468.44,8128,52,0.639763779527559,166.02768208661416
6306,Napoli Vanvitelli,2711813,1377.62,1258.14,25406,219,0.8620011021018656,106.73907738329528
6501,Salerno,10170160,881.44,774.5,35358,308,0.8710899937779286,287.63391594547204
6601,L'Aquila,6091082,716.48,629.02,17054,551,3.230913568664243,357.1644189046558
6701,Teramo,2247031,1105.96,935.94,6103,107,1.753236113386859,368.1846632803539
6901,Chieti e Pescara,11304117,965.79,819.74,24944,519,2.0806606799230276,453.1798027581783
7001,Molise,2037552,1137.44,1009.57,6936,60,0.8650519031141869,293.7647058823529
7101,Foggia,5212553,1007.91,793.77,9775,90,0.9207161125319693,533.2535038363171
7201,Bari,22702149,1034.37,849.32,44350,654,1.4746335963923336,511.88611048478015
7202,Bari Politecnico,3971796,828.4,708.61,9649,90,0.9327391439527413,411.6277334438802
7203,Casamassima - G.Degennaro,57149,3702.88,3524.46,1367,6,0.4389173372348208,41.80614484272129
7501,Salento,11481556,968.87,735.46,16578,152,0.9168777898419592,692.5778742912294
7601,Basilicata,4280791,775.23,679.74,6710,55,0.819672131147541,637.9718330849479
7801,Calabria,14373002,846.53,666.32,26692,641,2.401468604825416,538.4760227783605
7901,Catanzaro,2248384,687.26,565.17,10348,93,0.8987243911867028,217.27715500579822
8001,Reggio Calabria,1430258,998.6,891.62,5848,54,0.9233926128590971,244.57216142270863
8003,Reggio Calabria - Dante Alighieri,267167,607.52,553.42,953,165,17.313746065057714,280.34312696747116
8201,Palermo,12995589,971.79,821.08,39831,269,0.6753533679797143,326.26820817955866
8301,Messina,4801688,1107.77,924.26,22856,248,1.0850542527126357,210.08435421771088
8601,Enna KORE,1926643,2893.28,2893.28,5514,23,0.417120058034095,349.40932172651435
8701,Catania,12872273,896.43,769.59,43119,267,0.6192165866555347,298.52902432802244
9001,Sassari,8994301,890.09,685.29,12885,223,1.7306946061311603,698.0443150950717
9201,Cagliari,20919445,801.5,594.1,25982,242,0.9314140558848434,805.1514510045416
